Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Decade,Franchise,Critic_Count_Log,User_Count_Log
GBA,2005,Puzzle,Atari,0.03,62.0,10,7.5,6,"Big Blue Bubble Inc., Breakthrough New Media",E,2000s,Other,2.3978952727983707,1.9459101490553132
PC,1992,Shooter,id Software,0.03,85.0,44,8.2,1796,id Software,M,1990s,Other,3.8066624897703196,7.493873886783559
XB,2003,Strategy,Capcom,0.03,57.0,13,7.5,27,Atomic Planet Entertainment,T,2000s,Other,2.639057329615259,3.332204510175204
GBA,2004,Sports,Zoo Digital Publishing,0.03,35.0,7,8.0,7,Prograph,E,2000s,Other,2.0794415416798357,2.0794415416798357
XB,2006,Action,Namco Bandai Games,0.03,57.0,11,7.5,27,Monkey Bar Games,E,2000s,Other,2.4849066497880004,3.332204510175204
GBA,2003,Platform,Capcom,0.03,59.0,17,7.5,27,Disney Interactive,E,2000s,Other,2.8903717578961645,3.332204510175204
XB,2005,Sports,Global Star,0.03,62.0,6,7.5,27,Celeris,E,2000s,Other,1.9459101490553132,3.332204510175204
PC,1988,Simulation,Maxis,0.03,64.0,75,2.2,4572,Maxis,E10+,1980s,Other,4.330733340286331,8.427924723658055
PC,2009,Action,Electronic Arts,0.03,64.0,14,6.1,35,EA Bright Light,E10+,2000s,Other,2.70805020110221,3.58351893845611
PC,2012,Shooter,Bethesda Softworks,0.03,59.0,12,5.3,210,id Software,M,2010s,Other,2.5649493574615367,5.351858133476067
GBA,2005,Platform,Atari,0.03,48.0,9,4.2,5,Magic Pockets,E,2000s,Other,2.302585092994046,1.791759469228055
PS2,2002,Strategy,Sega,0.03,78.0,26,8.9,9,NEC Interchannel,T,2000s,Other,3.295836866004329,2.302585092994046
GBA,2001,Action,Ubisoft,0.03,54.0,6,7.5,27,Torus Games,E,2000s,Other,1.9459101490553132,3.332204510175204
XB,2006,Sports,Mad Catz,0.03,74.0,12,7.5,27,"Aqua Pacific, In2Games",E,2000s,Other,2.5649493574615367,3.332204510175204
PC,2008,Racing,Atari,0.03,83.0,19,8.2,63,SimBin,E,2000s,Other,2.995732273553991,4.1588830833596715
PC,2014,Role-Playing,Square Enix,0.03,73.0,36,6.9,583,"City Interactive, Deck 13",M,2010s,Other,3.6109179126442243,6.369900982828227
PSP,2007,Sports,Sony Computer Entertainment,0.03,75.0,18,7.5,8,SCEA,E,2000s,Other,2.9444389791664403,2.1972245773362196
PC,2008,Strategy,Pinnacle,0.03,87.0,52,8.2,275,Ironclad Games,T,2000s,Other,3.970291913552122,5.62040086571715
X360,2011,Adventure,Telltale Games,0.03,83.0,5,7.7,88,Unknown,Unknown,2010s,Other,1.791759469228055,4.48863636973214
PC,2012,Sports,Take-Two Interactive,0.03,90.0,5,6.8,130,Visual Concepts,E,2010s,Other,1.791759469228055,4.875197323201151
PC,2007,Action,Ubisoft,0.03,76.0,15,7.4,242,Capcom,M,2000s,Other,2.772588722239781,5.493061443340548
PS2,2005,Shooter,Namco Bandai Games,0.03,48.0,15,7.5,27,Natsume,E10+,2000s,Other,2.772588722239781,3.332204510175204
PC,2008,Action,Activision,0.03,70.0,18,6.3,55,Treyarch,T,2000s,Other,2.9444389791664403,4.02535169073515
XB,2002,Role-Playing,Xicat Interactive,0.03,44.0,14,7.2,5,Panther Software,T,2000s,Other,2.70805020110221,1.791759469228055
GC,2003,Racing,Electronic Arts,0.03,54.0,5,6.6,5,Attention To Detail,E,2000s,Other,1.791759469228055,1.791759469228055
GBA,2002,Action,Zoo Digital Publishing,0.03,70.0,7,7.0,4,Naps Team,T,2000s,Other,2.0794415416798357,1.6094379124341003
XB,2004,Strategy,JoWood Productions,0.03,61.0,24,7.5,27,Unknown,Unknown,2000s,Other,3.2188758248682006,3.332204510175204
PC,2010,Strategy,Paradox Interactive,0.03,68.0,16,5.2,19,Nitro Games,T,2010s,Other,2.833213344056216,2.995732273553991
PC,2011,Action,Disney Interactive Studios,0.03,73.0,11,6.6,17,Traveller's Tales,E10+,2010s,Other,2.4849066497880004,2.8903717578961645
PSP,2006,Racing,Codemasters,0.03,81.0,16,8.5,6,Sumo Digital,T,2000s,Other,2.833213344056216,1.9459101490553132
GBA,2003,Action,THQ,0.03,44.0,16,8.6,5,Natsume,T,2000s,Other,2.833213344056216,1.791759469228055
WiiU,2016,Platform,Deep Silver,0.03,48.0,9,4.6,78,Inti Creates,E10+,2010s,Other,2.302585092994046,4.3694478524670215
XB,2002,Racing,Konami Digital Entertainment,0.03,58.0,4,7.5,27,Konami,T,2000s,Other,1.6094379124341003,3.332204510175204
DS,2008,Action,Activision,0.03,73.0,7,7.5,27,Artificial Mind and Movement,E10+,2000s,Other,2.0794415416798357,3.332204510175204
PSV,2016,Role-Playing,Idea Factory International,0.03,73.0,16,8.4,12,Compile Heart,T,2010s,Other,2.833213344056216,2.5649493574615367
PS4,2015,Puzzle,Devolver Digital,0.03,88.0,31,8.4,124,Croteam,E10+,2010s,Other,3.4657359027997265,4.8283137373023015
PSP,2005,Role-Playing,Idea Factory,0.03,47.0,27,8.2,12,"Neverland, Idea Factory",T,2000s,Other,3.332204510175204,2.5649493574615367
XB,2004,Adventure,Ubisoft,0.03,71.0,7,8.7,6,Microids,T,2000s,Other,2.0794415416798357,1.9459101490553132
XB,2003,Racing,Xicat Interactive,0.03,61.0,9,7.5,27,Kuju Entertainment,E,2000s,Other,2.302585092994046,3.332204510175204
PC,2009,Platform,Number None,0.03,90.0,11,8.6,819,"Number None Inc., Knockout Games",E10+,2000s,Other,2.4849066497880004,6.709304340258299
PC,2002,Action,Microids,0.03,82.0,26,8.5,235,Microids,T,2000s,Other,3.295836866004329,5.4638318050256105
DS,2006,Action,505 Games,0.03,39.0,11,4.5,4,"Taito Corporation, 505 Games",E,2000s,Other,2.4849066497880004,1.6094379124341003
PC,2008,Adventure,Kalypso Media,0.03,69.0,25,7.0,21,Legacy Interactive,T,2000s,Other,3.258096538021482,3.091042453358316
PC,2009,Action,Activision,0.03,63.0,8,6.2,5,Beenox,E10+,2000s,Other,2.1972245773362196,1.791759469228055
PC,2015,Racing,Milestone S.r.l.,0.03,68.0,8,4.8,30,Milestone S.r.l,E,2010s,Other,2.1972245773362196,3.4339872044851463
XB,2005,Fighting,SNK Playmore,0.03,76.0,23,7.5,27,SNK,T,2000s,Other,3.1780538303479458,3.332204510175204
XB,2002,Sports,Konami Digital Entertainment,0.03,71.0,8,7.5,27,Konami,T,2000s,Other,2.1972245773362196,3.332204510175204
Wii,2009,Adventure,Storm City Games,0.03,26.0,6,7.5,27,Storm City Games,E,2000s,Other,1.9459101490553132,3.332204510175204
GC,2005,Platform,Ignition Entertainment,0.03,65.0,14,7.5,27,Warthog,E,2000s,Other,2.70805020110221,3.332204510175204
PC,2010,Action,Warner Bros. Interactive Entertainment,0.03,79.0,15,7.9,55,Traveller's Tales,E10+,2010s,Other,2.772588722239781,4.02535169073515
PC,2016,Simulation,Astragon,0.03,46.0,8,6.1,18,Still Alive Studios,Unknown,2010s,Other,2.1972245773362196,2.9444389791664403
PSP,2009,Platform,Oxygen Interactive,0.03,41.0,6,7.5,27,Twelve Games,E10+,2000s,Other,1.9459101490553132,3.332204510175204
DS,2006,Simulation,Majesco Entertainment,0.03,66.0,16,4.5,4,Backbone Entertainment,T,2000s,Other,2.833213344056216,1.6094379124341003
PS3,2009,Action,Sony Computer Entertainment,0.03,77.0,33,6.9,30,SCE Japan Studio,E10+,2000s,Other,3.5263605246161616,3.4339872044851463
GBA,2002,Sports,Konami Digital Entertainment,0.03,68.0,5,7.5,27,Konami,E,2000s,Other,1.791759469228055,3.332204510175204
Wii,2010,Sports,Nordcurrent,0.03,41.0,7,7.5,27,Nordcurrent,E10+,2010s,Other,2.0794415416798357,3.332204510175204
PC,2012,Adventure,Daedalic Entertainment,0.03,82.0,38,8.3,341,Amanita Design,Unknown,2010s,Other,3.6635616461296463,5.834810737062605
PS2,2005,Racing,Yuke's,0.03,45.0,14,7.5,27,Yuke's,E10+,2000s,Other,2.70805020110221,3.332204510175204
GBA,2003,Shooter,Take-Two Interactive,0.03,78.0,33,7.8,13,Mobius Entertainment,M,2000s,Other,3.5263605246161616,2.639057329615259
XB,2003,Sports,Capcom,0.03,49.0,12,7.5,27,Capcom,E,2000s,Other,2.5649493574615367,3.332204510175204
PSP,2006,Strategy,Ubisoft,0.03,64.0,15,7.9,10,Quicksilver Software,E,2000s,Other,2.772588722239781,2.3978952727983707
PC,2001,Strategy,Strategy First,0.03,74.0,16,8.6,60,GSC Game World,T,2000s,Other,2.833213344056216,4.110873864173311
PS3,2014,Racing,Nordic Games,0.03,58.0,4,3.5,4,Nordic Games Publishing,E,2010s,Other,1.6094379124341003,1.6094379124341003
XB,2006,Sports,Take-Two Interactive,0.03,83.0,8,8.6,5,"Kush Games, Visual Concepts",E,2000s,Other,2.1972245773362196,1.791759469228055
GC,2003,Racing,Capcom,0.03,62.0,7,7.5,27,Capcom,E,2000s,Other,2.0794415416798357,3.332204510175204
GBA,2002,Sports,Acclaim Entertainment,0.03,78.0,15,7.5,27,Full-Fat,E,2000s,Other,2.772588722239781,3.332204510175204
PSV,2013,Adventure,Arc System Works,0.03,43.0,5,7.4,24,Arc System Works,M,2010s,Other,1.791759469228055,3.2188758248682006
DS,2007,Adventure,Rising Star Games,0.03,55.0,13,7.5,27,Headlock,E,2000s,Other,2.639057329615259,3.332204510175204
XB,2005,Platform,Konami Digital Entertainment,0.03,47.0,11,7.5,27,Hudson Soft,E,2000s,Other,2.4849066497880004,3.332204510175204
PC,2006,Strategy,Deep Silver,0.03,73.0,32,7.4,57,Black Hole Games,M,2000s,Other,3.4965075614664802,4.060443010546419
PS2,2006,Simulation,Tecmo Koei,0.03,62.0,13,8.5,11,Micro Cabin,T,2000s,Other,2.639057329615259,2.4849066497880004
GC,2003,Shooter,Capcom,0.03,56.0,24,8.2,17,Capcom,E,2000s,Other,3.2188758248682006,2.8903717578961645
Wii,2007,Racing,Ubisoft,0.03,59.0,9,6.0,20,Reflections Interactive,M,2000s,Other,2.302585092994046,3.044522437723423
PC,2004,Shooter,Electronic Arts,0.03,84.0,48,7.5,133,Digital Illusions,T,2000s,Other,3.8918202981106265,4.897839799950911
Wii,2009,Adventure,Deep Silver,0.03,70.0,6,7.5,27,Deep Silver,T,2000s,Other,1.9459101490553132,3.332204510175204
PS4,2016,Action,Capcom,0.03,82.0,4,6.6,8,Blue Castle Games,M,2010s,Other,1.6094379124341003,2.1972245773362196
PC,2010,Role-Playing,Funcom,0.03,83.0,14,8.4,52,Funcom,M,2010s,Other,2.70805020110221,3.970291913552122
GC,2003,Action,Vivendi Games,0.03,75.0,18,9.0,9,Eurocom Entertainment Software,T,2000s,Other,2.9444389791664403,2.302585092994046
GBA,2003,Action,Sega,0.03,74.0,22,9.3,6,Vicarious Visions,E,2000s,Other,3.1354942159291497,1.9459101490553132
DS,2006,Action,Konami Digital Entertainment,0.03,66.0,10,7.5,27,Konami,E,2000s,Other,2.3978952727983707,3.332204510175204
PC,2003,Shooter,Take-Two Interactive,0.03,86.0,46,9.0,802,Remedy Entertainment,M,2000s,Other,3.8501476017100584,6.688354713946762
PC,2011,Role-Playing,Paradox Interactive,0.03,74.0,44,7.6,602,Arrowhead Game Studios,T,2010s,Other,3.8066624897703196,6.401917196727186
GBA,2004,Role-Playing,"Destination Software, Inc",0.03,76.0,17,6.5,11,Magic Pockets,T,2000s,Other,2.8903717578961645,2.4849066497880004
PS2,2004,Action,Capcom,0.03,55.0,30,7.5,27,Capcom,T,2000s,Other,3.4339872044851463,3.332204510175204
XB,2006,Sports,Electronic Arts,0.03,75.0,14,7.7,6,EA Sports,E10+,2000s,Other,2.70805020110221,1.9459101490553132
XOne,2015,Sports,Nordic Games,0.03,45.0,4,7.5,27,Rainbow Studios,Unknown,2010s,Other,1.6094379124341003,3.332204510175204
XOne,2016,Role-Playing,Focus Home Interactive,0.03,68.0,12,7.4,55,Spiders,M,2010s,Other,2.5649493574615367,4.02535169073515
PC,2006,Role-Playing,NCSoft,0.03,84.0,30,8.7,104,ArenaNet,T,2000s,Other,3.4339872044851463,4.653960350157523
PSP,2006,Shooter,Atari,0.03,57.0,13,7.5,27,Paradigm Entertainment,E10+,2000s,Other,2.639057329615259,3.332204510175204
PS2,2007,Shooter,Electronic Arts,0.03,63.0,29,6.1,34,Electronic Arts,T,2000s,Other,3.4011973816621555,3.5553480614894135
PS2,2006,Platform,Sega,0.03,53.0,32,6.7,10,TT Games,E,2000s,Other,3.4965075614664802,2.3978952727983707
GBA,2006,Sports,Electronic Arts,0.03,68.0,4,9.3,4,Exient Entertainment,E,2000s,Madden,1.6094379124341003,1.6094379124341003
PC,2008,Simulation,Electronic Arts,0.03,70.0,12,6.4,8,EA Redwood Shores,E,2000s,Other,2.5649493574615367,2.1972245773362196
PC,2007,Simulation,Electronic Arts,0.03,74.0,9,7.3,24,Maxis,T,2000s,Other,2.302585092994046,3.2188758248682006
DS,2007,Simulation,Lexicon Entertainment,0.03,33.0,4,2.5,4,Dreamcatcher,E,2000s,Other,1.6094379124341003,1.6094379124341003
PC,2009,Action,LucasArts,0.03,46.0,9,4.7,46,"LucasArts, Krome Studios",T,2000s,Other,2.302585092994046,3.8501476017100584
PS4,2015,Action,Activision,0.03,59.0,4,6.6,19,"Activision, Behaviour Interactive",E,2010s,Other,1.6094379124341003,2.995732273553991
PS4,2016,Action,PQube,0.03,57.0,11,7.8,9,Acquire,T,2010s,Other,2.4849066497880004,2.302585092994046
PC,2008,Action,Take-Two Interactive,0.03,72.0,11,7.5,257,"Mad Doc Software, Rockstar Vancouver",T,2000s,Other,2.4849066497880004,5.552959584921617
GBA,2006,Action,Eidos Interactive,0.03,72.0,8,7.4,7,WayForward,E10+,2000s,Other,2.1972245773362196,2.0794415416798357
PS2,2005,Role-Playing,Success,0.03,62.0,26,7.3,9,Crea-Tech,T,2000s,Other,3.295836866004329,2.302585092994046
PC,2010,Role-Playing,DTP Entertainment,0.03,72.0,4,8.3,15,Larian Studios,M,2010s,Other,1.6094379124341003,2.772588722239781
Wii,2009,Platform,Oxygen Interactive,0.03,31.0,7,7.5,27,Twelve Games,E10+,2000s,Other,2.0794415416798357,3.332204510175204
PC,2006,Shooter,Electronic Arts,0.03,80.0,48,6.8,326,EA DICE,T,2000s,Other,3.8918202981106265,5.7899601708972535
PC,2011,Simulation,bitComposer Games,0.03,65.0,5,6.4,24,Games Farm,T,2010s,Other,1.791759469228055,3.2188758248682006
GBA,2004,Puzzle,Unknown,0.03,62.0,5,7.5,27,PopCap,E,2000s,Other,1.791759469228055,3.332204510175204
DS,2009,Misc,Tomy Corporation,0.03,60.0,4,7.5,27,Tomy Corporation,E,2000s,Other,1.6094379124341003,3.332204510175204
PC,2010,Shooter,Capcom,0.03,63.0,15,6.3,87,Capcom,T,2010s,Other,2.772588722239781,4.477336814478207
PC,2008,Simulation,Deep Silver,0.03,73.0,16,7.9,222,Egosoft,T,2000s,Other,2.833213344056216,5.407171771460119
PS2,2006,Platform,Ubisoft,0.03,57.0,6,7.5,27,Ubisoft,E10+,2000s,Other,1.9459101490553132,3.332204510175204
PS4,2016,Adventure,Microids,0.03,67.0,17,6.2,12,Microids,T,2010s,Other,2.8903717578961645,2.5649493574615367
PS2,2003,Shooter,BAM! Entertainment,0.03,52.0,13,5.3,9,Rebellion,M,2000s,Other,2.639057329615259,2.302585092994046
DS,2008,Racing,Vir2L Studios,0.03,69.0,4,7.5,27,4J Studios,E,2000s,Other,1.6094379124341003,3.332204510175204
GBA,2003,Racing,THQ,0.03,73.0,9,7.5,27,Mobius Entertainment,E,2000s,Other,2.302585092994046,3.332204510175204
PC,2005,Shooter,Vivendi Games,0.03,85.0,49,8.6,224,Irrational Games,M,2000s,Other,3.912023005428146,5.41610040220442
PC,2002,Shooter,Electronic Arts,0.03,89.0,27,8.6,327,Digital Illusions,T,2000s,Other,3.332204510175204,5.793013608384144
PC,2012,Adventure,Reef Entertainment,0.03,54.0,6,6.2,11,Wizarbox,Unknown,2010s,Other,1.9459101490553132,2.4849066497880004
DS,2007,Puzzle,Crave Entertainment,0.03,45.0,9,7.3,4,7 Studios,E10+,2000s,Other,2.302585092994046,1.6094379124341003
PS4,2015,Action,Nordic Games,0.03,62.0,22,6.4,11,"Neon Studios, Kaiko",E10+,2010s,Other,3.1354942159291497,2.4849066497880004
XOne,2016,Shooter,Gearbox Software,0.03,70.0,4,7.5,27,Gearbox Software,M,2010s,Other,1.6094379124341003,3.332204510175204
PC,2005,Role-Playing,Microsoft Game Studios,0.03,80.0,51,7.9,159,Gas Powered Games,M,2000s,Other,3.9512437185814275,5.075173815233827
PC,2009,Strategy,Eidos Interactive,0.03,74.0,31,8.4,46,Eidos Interactive,T,2000s,Other,3.4657359027997265,3.8501476017100584
GC,2002,Puzzle,Acclaim Entertainment,0.02,67.0,15,6.1,7,PuzzleKings,E,2000s,Other,2.772588722239781,2.0794415416798357
PC,2014,Racing,Codemasters,0.02,78.0,35,6.2,257,Codemasters,E,2010s,Other,3.58351893845611,5.552959584921617
PC,2009,Action,Electronic Arts,0.02,57.0,24,6.7,42,Pandemic Studios,T,2000s,Other,3.2188758248682006,3.7612001156935624
XB,2003,Fighting,Metro 3D,0.02,26.0,8,3.7,6,Gameness Art Software,T,2000s,Other,2.1972245773362196,1.9459101490553132
PS4,2016,Shooter,Rising Star Games,0.02,67.0,8,7.5,27,Dracue,E10+,2010s,Other,2.1972245773362196,3.332204510175204
GBA,2004,Shooter,Global Star,0.02,51.0,9,7.2,10,Climax Group,M,2000s,Other,2.302585092994046,2.3978952727983707
XB,2005,Shooter,DreamCatcher Interactive,0.02,60.0,25,8.0,4,Mindware Studios,T,2000s,Other,3.258096538021482,1.6094379124341003
XB,2004,Simulation,Capcom,0.02,70.0,19,8.0,8,Capcom,T,2000s,Other,2.995732273553991,2.1972245773362196
XB,2002,Sports,Konami Digital Entertainment,0.02,48.0,4,5.5,4,Konami,E,2000s,Other,1.6094379124341003,1.6094379124341003
PS2,2006,Racing,Midway Games,0.02,51.0,21,6.0,6,Terminal Reality,T,2000s,Other,3.091042453358316,1.9459101490553132
PC,2015,Action,Square Enix,0.02,86.0,14,7.7,255,Square Enix,T,2010s,Final Fantasy,2.70805020110221,5.545177444479562
PS4,2014,Role-Playing,Compile Heart,0.02,58.0,22,7.1,81,Compile Heart,T,2010s,Other,3.1354942159291497,4.406719247264253
GBA,2003,Action,Capcom,0.02,58.0,7,7.5,27,Klein Computer Entertainment,E,2000s,Other,2.0794415416798357,3.332204510175204
XB,2004,Action,BAM! Entertainment,0.02,53.0,7,7.5,27,Artificial Mind and Movement,E,2000s,Other,2.0794415416798357,3.332204510175204
XB,2005,Platform,Midway Games,0.02,56.0,6,7.7,6,Artificial Mind and Movement,E,2000s,Other,1.9459101490553132,1.9459101490553132
PC,2007,Simulation,Microsoft Game Studios,0.02,78.0,20,7.8,20,"Climax Group, Climax Studios",E,2000s,Other,3.044522437723423,3.044522437723423
DS,2008,Racing,Nobilis,0.02,73.0,6,7.5,27,Artefacts Studio,E,2000s,Other,1.9459101490553132,3.332204510175204
PC,2006,Role-Playing,Atari,0.02,82.0,46,6.5,565,Obsidian Entertainment,T,2000s,Other,3.8501476017100584,6.338594078203183
PC,2006,Strategy,LucasArts,0.02,75.0,25,8.6,79,Petroglyph,T,2000s,Other,3.258096538021482,4.382026634673881
PC,2003,Simulation,Vivendi Games,0.02,72.0,15,8.7,55,Blue Tongue Entertainment,T,2000s,Other,2.772588722239781,4.02535169073515
PC,2008,Role-Playing,GOA,0.02,86.0,54,7.9,374,EA Mythic,T,2000s,Other,4.007333185232471,5.926926025970411
XB,2005,Action,Zoo Digital Publishing,0.02,66.0,13,7.5,27,Krome Studios,E10+,2000s,Other,2.639057329615259,3.332204510175204
XB,2005,Shooter,Eidos Interactive,0.02,71.0,28,9.2,27,Deadline Games,M,2000s,Other,3.367295829986474,3.332204510175204
PS2,2006,Sports,Mastertronic,0.02,30.0,4,4.2,5,"Atomic Planet Entertainment, Mud Duck Productions",E,2000s,Other,1.6094379124341003,1.791759469228055
PS3,2009,Strategy,Sony Computer Entertainment,0.02,76.0,9,6.9,18,Team 17,E10+,2000s,Other,2.302585092994046,2.9444389791664403
X360,2012,Action,Capcom,0.02,65.0,11,5.3,4,Capcom,T,2010s,Other,2.4849066497880004,1.6094379124341003
GBA,2002,Racing,Codemasters,0.02,80.0,8,7.5,27,Spellbound,E,2000s,Other,2.1972245773362196,3.332204510175204
PC,2007,Strategy,Ubisoft,0.02,66.0,19,7.7,44,Blue Byte,E10+,2000s,Other,2.995732273553991,3.8066624897703196
PS,2000,Strategy,Empire Interactive,0.02,71.0,6,7.5,27,Minds-Eye Productions,E,2000s,Other,1.9459101490553132,3.332204510175204
DS,2006,Strategy,Midas Interactive Entertainment,0.02,40.0,12,5.4,8,MileStone Inc.,E10+,2000s,Other,2.5649493574615367,2.1972245773362196
PC,2006,Strategy,Deep Silver,0.02,71.0,29,8.3,23,SEK Ost,T,2000s,Other,3.4011973816621555,3.1780538303479458
GBA,2002,Shooter,Konami Digital Entertainment,0.02,71.0,6,7.5,27,Konami,E,2000s,Other,1.9459101490553132,3.332204510175204
PC,2009,Adventure,DTP Entertainment,0.02,66.0,14,7.5,27,Autumn Moon,T,2000s,Other,2.70805020110221,3.332204510175204
GC,2004,Strategy,JoWood Productions,0.02,63.0,19,7.5,27,Zed Two Limited,T,2000s,Other,2.995732273553991,3.332204510175204
PSP,2006,Action,Konami Digital Entertainment,0.02,51.0,24,7.6,14,Neverland,T,2000s,Other,3.2188758248682006,2.70805020110221
PS4,2016,Adventure,Sony Computer Entertainment,0.02,62.0,31,6.5,36,The Tangentlemen,M,2010s,Other,3.4657359027997265,3.6109179126442243
Wii,2008,Platform,Ignition Entertainment,0.02,35.0,10,4.0,6,Crave,E,2000s,Other,2.3978952727983707,1.9459101490553132
GBA,2004,Shooter,Vivendi Games,0.02,47.0,11,7.5,27,Saffire,E,2000s,Other,2.4849066497880004,3.332204510175204
DS,2009,Adventure,DreamCatcher Interactive,0.02,39.0,8,2.2,5,Dreamcatcher,E,2000s,Other,2.1972245773362196,1.791759469228055
XB,2002,Racing,Empire Interactive,0.02,60.0,7,7.5,27,Razorworks Studios,E,2000s,Other,2.0794415416798357,3.332204510175204
PSP,2006,Puzzle,Mumbo Jumbo,0.02,60.0,16,7.5,27,MumboJumbo,E,2000s,Other,2.833213344056216,3.332204510175204
PC,2009,Strategy,Atari,0.02,76.0,50,7.9,183,Gas Powered Games,T,2000s,Other,3.9318256327243257,5.214935757608986
DS,2006,Strategy,Namco Bandai Games,0.02,59.0,8,7.1,11,Big Blue Bubble Inc.,E10+,2000s,Other,2.1972245773362196,2.4849066497880004
GBA,2002,Platform,Unknown,0.02,73.0,10,7.5,27,AI,E,2000s,Other,2.3978952727983707,3.332204510175204
PC,2008,Strategy,Gamecock,0.02,45.0,11,6.8,45,FireFly Studios,T,2000s,Other,2.4849066497880004,3.828641396489095
GBA,2002,Role-Playing,Atlus,0.02,62.0,8,8.3,15,Multimedia Intelligence Transfer,E,2000s,Other,2.1972245773362196,2.772588722239781
PC,2010,Simulation,Focus Home Interactive,0.02,70.0,17,5.7,39,Monte Cristo Multimedia,E,2010s,Other,2.8903717578961645,3.6888794541139363
Wii,2008,Puzzle,Deep Silver,0.02,62.0,12,6.4,5,InXile Entertainment,E,2000s,Other,2.5649493574615367,1.791759469228055
PC,2007,Simulation,Electronic Arts,0.02,63.0,27,4.3,95,Tilted Mill,E10+,2000s,Other,3.332204510175204,4.564348191467836
PC,2010,Role-Playing,Atari,0.02,66.0,34,6.2,694,Cryptic Studios,T,2010s,Other,3.5553480614894135,6.543911845564792
PS,1999,Shooter,JVC,0.02,67.0,8,7.5,27,Taito Corporation,E,1990s,Other,2.1972245773362196,3.332204510175204
PS4,2016,Action,Avanquest,0.02,52.0,13,7.9,34,"Edge Entertainment, Anima Project",T,2010s,Other,2.639057329615259,3.5553480614894135
PC,2008,Shooter,Ubisoft,0.02,78.0,20,7.3,185,Ubisoft Montreal,M,2000s,Other,3.044522437723423,5.225746673713202
XB,2002,Sports,THQ,0.02,49.0,9,7.5,27,Blue Shift,T,2000s,Other,2.302585092994046,3.332204510175204
PC,2012,Strategy,Kalypso Media,0.02,78.0,11,8.0,58,Haemimont,T,2010s,Other,2.4849066497880004,4.07753744390572
XB,2005,Action,Deep Silver,0.02,73.0,20,7.4,5,Mercury Steam,T,2000s,Other,3.044522437723423,1.791759469228055
PC,2008,Shooter,Ubisoft,0.02,79.0,22,7.9,130,Gearbox Software,M,2000s,Other,3.1354942159291497,4.875197323201151
PC,2007,Racing,Codemasters,0.02,84.0,20,7.3,91,Codemasters,E,2000s,Other,3.044522437723423,4.5217885770490405
PC,2003,Simulation,Ubisoft,0.02,86.0,12,8.6,38,"1C, 1C Company",T,2000s,Other,2.5649493574615367,3.6635616461296463
PSV,2016,Adventure,Nippon Ichi Software,0.02,64.0,11,7.3,10,5pb,T,2010s,Other,2.4849066497880004,2.3978952727983707
PC,2009,Action,Kalypso Media,0.02,73.0,17,8.2,21,Boxed Dream,E,2000s,Other,2.8903717578961645,3.091042453358316
PSP,2009,Role-Playing,Falcom Corporation,0.02,78.0,9,8.3,12,Falcom,T,2000s,Other,2.302585092994046,2.5649493574615367
GBA,2003,Role-Playing,Banpresto,0.02,77.0,20,8.1,19,Flight-Plan,E10+,2000s,Other,3.044522437723423,2.995732273553991
XB,2006,Fighting,Ignition Entertainment,0.02,58.0,29,7.5,27,SNK,T,2000s,Other,3.4011973816621555,3.332204510175204
PC,2005,Simulation,Graphsim Entertainment,0.02,90.0,7,8.6,37,Lead Pursuit,T,2000s,Other,2.0794415416798357,3.6375861597263857
XB,2004,Sports,Atlus,0.02,62.0,11,9.1,9,Opus,E,2000s,Other,2.4849066497880004,2.302585092994046
3DS,2014,Adventure,Capcom,0.02,81.0,34,9.0,76,NATSUME ATARI Inc.,T,2010s,Other,3.5553480614894135,4.343805421853684
PC,2009,Action,Activision,0.02,67.0,5,7.5,27,Activision,E10+,2000s,Other,1.791759469228055,3.332204510175204
PS2,2006,Action,505 Games,0.02,59.0,44,8.6,51,"Punchline, Shirogumi",M,2000s,Other,3.8066624897703196,3.9512437185814275
GC,2002,Sports,Midway Games,0.02,71.0,11,7.4,5,Point of View,E,2000s,Other,2.4849066497880004,1.791759469228055
PS4,2016,Sports,Avanquest,0.02,31.0,22,4.5,66,"The Digital Lounge, Dino Dini",Unknown,2010s,Other,3.1354942159291497,4.204692619390966
PS2,2006,Racing,Namco Bandai Games,0.02,54.0,20,7.4,5,Smart Bomb Interactive,E,2000s,Other,3.044522437723423,1.791759469228055
PC,2005,Racing,Atari,0.02,84.0,21,8.6,44,SimBin,E,2000s,Other,3.091042453358316,3.8066624897703196
PC,2012,Fighting,Capcom,0.02,79.0,8,6.4,134,"Capcom, QLOC",T,2010s,Other,2.1972245773362196,4.90527477843843
PC,2008,Action,Activision,0.02,71.0,11,7.8,12,Beenox,E10+,2000s,Other,2.4849066497880004,2.5649493574615367
PC,2008,Shooter,THQ,0.02,73.0,19,6.9,171,Kaos Studios,T,2000s,Other,2.995732273553991,5.147494476813453
GC,2003,Sports,Midway Games,0.02,71.0,9,7.5,27,Midway,E,2000s,Other,2.302585092994046,3.332204510175204
PC,2009,Strategy,Ubisoft,0.02,68.0,24,6.7,42,Ubisoft Shanghai,T,2000s,Other,3.2188758248682006,3.7612001156935624
XB,2006,Shooter,Eidos Interactive,0.02,62.0,27,7.5,27,Pyro Studios,T,2000s,Other,3.332204510175204,3.332204510175204
